          Index           Name          S[cm]     Beta1x[cm]         Alfa1x     Beta1y[cm]         Alfa1y    Nu1 [2*PI]      Beta2x[cm]         Alfa2x     Beta2y[cm]         Alfa2y     Nu2 [2*PI]              U        Dx [cm]            Dxp         Dy[cm]            Dyp      Q1 [2*PI]      Q2 [2*PI]        m56[m] 
            116        DRIFT_3        2536.07        12449.1       -4.72746        708.146      -0.268271      0.0855873        695.214      -0.263802        12853.4       -4.87334       0.415052      0.0525473        14.5845     0.00129747        5.58233     0.00185167       0.221065       0.217974      0.0026931
            117           Q1I6        2680.07        12322.2        5.57356        881.399      -0.982108      0.0857513        688.069       0.311437        15999.4       -17.8314       0.414889      0.0525473        13.9105     -0.0105665        6.18894     0.00665664       0.222784       0.219518      0.0026931
            118        DRIFT_5         2763.9        11405.9        5.35611        1053.77       -1.07411      0.0860902        636.872       0.299283        19129.1       -19.5021       0.414553      0.0525473        13.0247     -0.0105665        6.74697     0.00665664        0.22385       0.220241      0.0026931
            119        DRIFT_5        2847.74        10526.1        5.13866        1241.58       -1.16611      0.0866309        587.712       0.287129          22539       -21.1728       0.414016      0.0525473        12.1389     -0.0105665        7.30501     0.00665664       0.225004        0.22085      0.0026931
            120           Q2I6         3186.9        14048.3       -17.6569        1195.72        1.27105      0.0892153         784.17      -0.985358        21708.7        23.0728       0.411448      0.0525473        12.2696      0.0113784         7.1061    -0.00776615       0.229675       0.222922      0.0026931
            121        DRIFT_7        3279.94        17526.5       -19.7275        970.926        1.14513      0.0893873        978.267       -1.10088        17628.1        20.7874       0.411276      0.0525473        13.3282      0.0113784        6.38356    -0.00776615       0.230569       0.223639      0.0026931
            122        DRIFT_7        3372.97        21389.9       -21.7982        769.562        1.01921      0.0892117        1193.86        -1.2164        13972.7        18.5021        0.41145      0.0525473        14.3868      0.0113784        5.66102    -0.00776615       0.231294       0.224533      0.0026931
            123           Q3I6        3583.02          25270        4.84114        535.409       0.184097      0.0876711        1410.32       0.270435        9722.49        3.33978       0.412979      0.0525473        14.9747    -0.00589404        4.66239    -0.00193347       0.232602       0.227362      0.0026931
            124        DRIFT_9        3681.96        24321.5        4.74587        499.652       0.177324      0.0866732        1357.33       0.265111        9073.79        3.21714       0.413969      0.0525473        14.3916    -0.00589404        4.47111    -0.00193347       0.233204        0.22895      0.0026931
            125        DRIFT_9        3780.89        23391.9         4.6506        465.236       0.170551      0.0855825         1305.4       0.259787        8449.35        3.09451       0.415052      0.0525473        13.8085    -0.00589404        4.27982    -0.00193347       0.233829       0.230654      0.0026931
            126        DRIFT_9        3879.82        22481.1        4.55533        432.159       0.163778      0.0843877        1254.53       0.254463        7849.19        2.97187       0.416237      0.0525473        13.2254    -0.00589404        4.08854    -0.00193347        0.23448       0.232486      0.0026931
            127        DRIFT_9        3978.76        21589.2        4.46006        400.423       0.157006      0.0830759         1204.7       0.249139        7273.28        2.84924       0.417538      0.0525473        12.6423    -0.00589404        3.89725    -0.00193347       0.235157       0.234461      0.0026931
            128        DRIFT_9        4077.69        20716.1        4.36479        370.027       0.150233      0.0816317        1155.93       0.243815        6721.65         2.7266       0.418971      0.0525473        12.0591    -0.00589404        3.70597    -0.00193347       0.235862       0.236594      0.0026931
            129        DRIFT_9        4176.62        19861.9        4.26952        340.971        0.14346      0.0800377        1108.22       0.238491        6194.27        2.60396       0.420552      0.0525473         11.476    -0.00589404        3.51468    -0.00193347       0.236598       0.238906      0.0026931
            130        DRIFT_9        4275.56        19026.5        4.17425        313.255       0.136687      0.0782734        1061.56       0.233166        5691.17        2.48133       0.422302      0.0525473        10.8929    -0.00589404         3.3234    -0.00193347       0.237365       0.241419      0.0026931
            131        DRIFT_9        4374.49          18210        4.07898        286.879       0.129915      0.0763146        1015.95       0.227842        5212.33        2.35869       0.424244      0.0525473        10.3098    -0.00589404        3.13211    -0.00193347       0.238166       0.244158      0.0026931
            132        DRIFT_9        4473.42        17412.4        3.98371        261.843       0.123142      0.0741334        971.391       0.222518        4757.75        2.23606       0.426407      0.0525473        9.72667    -0.00589404        2.94083    -0.00193347       0.239004       0.247154      0.0026931
            133        DRIFT_9        4572.36        16633.5        3.88844        238.148       0.116369      0.0716964        927.888       0.217194        4327.44        2.11342       0.428824      0.0525473        9.14356    -0.00589404        2.74954    -0.00193347       0.239881       0.250442      0.0026931
            134        DRIFT_9        4671.29        15873.6        3.79317        215.792       0.109596      0.0689643        885.439        0.21187         3921.4        1.99078       0.431533      0.0525473        8.56044    -0.00589404        2.55826    -0.00193347       0.240799       0.254064      0.0026931
            135        DRIFT_9        4770.22        15132.4         3.6979        194.777       0.102824      0.0658907        844.044       0.206546        3539.62        1.86815       0.434581      0.0525473        7.97732    -0.00589404        2.36697    -0.00193347       0.241762       0.258069      0.0026931
            136        DRIFT_9        4869.16        14410.2        3.60263        175.101      0.0960508      0.0624201        803.702       0.201222        3182.11        1.74551       0.438022      0.0525473         7.3942    -0.00589404        2.17569    -0.00193347       0.242772       0.262514      0.0026931
            137        DRIFT_9        4968.09        13706.8        3.50736        156.766      0.0892781      0.0584868        764.414       0.195898        2848.86        1.62288       0.441922      0.0525473        6.81108    -0.00589404         1.9844    -0.00193347       0.243833        0.26747      0.0026931
            138        DRIFT_9        5067.03        13022.2        3.41209        139.771      0.0825053      0.0540127        726.179       0.190573        2539.88        1.50024       0.446358      0.0525473        6.22796    -0.00589404        1.79312    -0.00193347        0.24495       0.273017      0.0026931
            139        DRIFT_9        5165.96        12356.5        3.31682        124.116      0.0757326      0.0489053        688.997       0.185249        2255.17         1.3776       0.451424      0.0525473        5.64484    -0.00589404        1.60183    -0.00193347       0.246126       0.279252      0.0026931
            140        DRIFT_9        5264.89        11709.6        3.22155        109.801      0.0689599      0.0430556        652.869       0.179925        1994.72        1.25497       0.457226      0.0525473        5.06173    -0.00589404        1.41055    -0.00193347       0.247366       0.286288      0.0026931
            141        DRIFT_9        5363.83        11081.6        3.12628        96.8259      0.0621871      0.0363373        617.795       0.174601        1758.53        1.13233       0.463892      0.0525473        4.47861    -0.00589404        1.21926    -0.00193347       0.248676       0.294257      0.0026931
